Unnamed: 0,Unnamed: 1,Unnamed: 2,Time (sec),Boiler Temp (C),Turbine In Temp (C),Turbine Ex Temp (C),Boiler Pres (psig),Turbine In Pres (psig),Turbine Ex Pres (psig),Fuel Flow (L/min),Generator (RPM),Voltage (Volts),Current (Amps),Power (Watts)
,,,2267.821,175.783,-3488.479,-5314.823,100.49,12.21,4.587,4.141,1906.038,7.429,0.2,1.485
,,,2268.823,-356.985,-2644.814,-2560.699,100.004,12.105,4.598,4.099,1913.612,7.391,0.212,1.568
,,,2269.823,-570.13,-3931.093,-5636.702,99.478,12.109,4.615,4.11,1904.62,7.375,0.197,1.456
,,,2270.824,-186.735,-3083.837,-7177.784,99.805,12.186,4.593,4.133,1909.584,7.414,0.201,1.493
,,,2271.823,-3731.077,-5649.141,-8468.168,99.529,11.993,4.551,4.061,1896.364,7.36,0.227,1.668
,,,2272.823,-1711.806,-6247.694,-7198.178,99.673,12.13,4.554,4.098,1913.648,7.429,0.227,1.689
,,,2273.824,-3085.767,-7783.305,-8174.238,100.138,12.139,4.545,4.075,1898.221,7.376,0.223,1.648
,,,2274.824,-1464.609,-5789.02,-8395.588,99.843,12.179,4.591,4.103,1900.204,7.385,0.223,1.65
,,,2275.824,-1010.297,-9014.744,-8231.657,100.328,12.194,4.537,4.073,1880.978,7.337,0.206,1.515
,,,2276.824,-1497.774,-6610.317,-10035.053,101.029,12.219,4.574,4.07,1886.461,7.346,0.198,1.457
,,,2277.825,-565.056,-5790.025,-8688.545,100.659,12.191,4.564,4.079,1899.35,7.399,0.221,1.634
,,,2278.825,-204.513,-2784.909,-6246.317,101.029,12.18,4.562,4.082,1906.341,7.442,0.221,1.646
,,,2279.825,176.281,-864.765,-3033.531,100.73,12.278,4.631,4.144,1908.476,7.394,0.208,1.537
,,,2280.825,59.274,-3813.904,-3963.439,100.874,12.235,4.59,4.073,1916.692,7.428,0.207,1.54
,,,2281.825,-204.371,18.614,-3827.882,101.522,12.269,4.599,4.117,1914.979,7.473,0.208,1.555
,,,2282.826,-27.41,100.879,-2808.781,101.116,12.185,4.586,4.124,1917.823,7.478,0.201,1.506
,,,2283.826,163.667,132.743,-641.077,101.798,12.297,4.618,4.137,1917.087,7.458,0.207,1.545
,,,2284.826,164.887,67.277,84.544,102.033,12.363,4.634,4.169,1912.049,7.44,0.203,1.51
,,,2285.826,162.96,111.815,98.186,102.151,12.372,4.639,4.188,1918.727,7.455,0.209,1.559
,,,2286.826,163.906,111.361,98.176,102.014,12.362,4.639,4.175,1921.155,7.467,0.208,1.555
,,,2287.827,159.876,112.232,98.499,102.015,12.358,4.639,4.178,1920.528,7.464,0.201,1.503
,,,2288.827,158.288,109.743,98.027,102.226,12.393,4.64,4.192,1920.038,7.463,0.2,1.49
,,,2289.827,162.853,112.409,98.124,101.389,12.292,4.616,4.146,1924.278,7.482,0.201,1.507
,,,2290.827,158.781,109.83,98.248,102.233,12.406,4.641,4.188,1928.148,7.497,0.201,1.51
,,,2291.828,159.238,110.111,98.421,102.01,12.362,4.63,4.178,1926.197,7.481,0.201,1.501
,,,2292.828,158.24,109.831,98.367,102.258,12.405,4.645,4.188,1932.15,7.512,0.201,1.511
,,,2293.828,158.865,109.907,98.148,102.373,12.413,4.647,4.195,1927.374,7.488,0.201,1.504
,,,2294.828,158.67,109.825,98.31,102.3,12.414,4.646,4.191,1930.728,7.505,0.202,1.517
,,,2295.828,158.109,110.044,98.213,102.239,12.399,4.643,4.183,1920.902,7.46,0.199,1.485
,,,2296.83,158.696,109.719,98.225,102.074,12.396,4.634,4.174,1920.069,7.464,0.201,1.498
,,,2297.831,158.287,109.894,98.295,102.168,12.411,4.645,4.178,1920.595,7.458,0.199,1.484
,,,2298.832,158.772,109.964,98.316,102.425,12.456,4.653,4.187,1912.351,7.434,0.198,1.473
,,,2299.831,157.997,111.507,98.623,102.094,12.41,4.639,4.171,1919.863,7.463,0.199,1.484
,,,2300.831,158.143,110.5,98.546,102.36,12.443,4.652,4.19,1920.265,7.467,0.201,1.498
,,,2301.832,161.587,105.051,98.23,102.583,12.459,4.651,4.176,1923.795,7.48,0.202,1.513
,,,2302.832,163.554,109.906,108.005,102.166,12.4,4.653,4.174,1930.205,7.502,0.201,1.509
,,,2303.832,167.734,-1342.081,-600.519,102.637,12.46,4.657,4.182,1921.761,7.459,0.2,1.489
,,,2304.832,169.679,-0.061,-490.664,102.513,12.454,4.636,4.164,1928.411,7.513,0.206,1.55
,,,2305.832,-1166.038,107.804,-1014.653,102.24,12.424,4.63,4.154,1939.512,7.568,0.21,1.589
,,,2306.832,110.195,-129.132,113.199,101.862,12.389,4.644,4.161,1939.989,7.556,0.21,1.585
,,,2307.832,184.52,-1736.555,-6639.78,101.645,12.399,4.636,4.142,1939.437,7.507,0.214,1.605
,,,2308.832,-1202.815,-4999.232,-1518.321,101.907,12.387,4.623,4.13,1950.226,7.604,0.215,1.637
,,,2309.832,-4938.797,-5096.893,-4559.134,100.868,12.332,4.614,4.119,1941.595,7.538,0.218,1.64
,,,2310.832,-3109.69,-6431.0,-8586.296,101.0,12.254,4.578,4.092,1928.046,7.532,0.224,1.685
,,,2311.832,-887.597,-4474.382,-8128.746,100.903,12.399,4.637,4.09,1928.075,7.485,0.211,1.583
,,,2312.832,-3617.37,-8131.626,-11649.062,100.5,12.206,4.59,4.086,1922.862,7.501,0.225,1.687
,,,2313.833,-1931.793,-3521.585,-4410.926,100.368,12.293,4.651,4.092,1922.198,7.468,0.211,1.576
,,,2314.834,-4038.592,-4386.391,-3006.211,100.225,12.29,4.592,4.083,1918.958,7.512,0.216,1.623
,,,2315.835,-906.303,-7088.741,-9551.588,101.382,12.336,4.639,4.124,1917.423,7.415,0.207,1.536
,,,2316.835,-2077.821,-7839.396,-6783.952,100.779,12.349,4.64,4.123,1928.272,7.468,0.211,1.574
,,,2317.836,16.057,-2623.346,-6462.706,100.78,12.288,4.64,4.125,1970.702,7.65,0.223,1.706
,,,2318.837,-873.383,-5584.78,-10755.505,101.718,12.446,4.629,4.126,1911.373,7.446,0.214,1.591
,,,2319.836,-32.759,-4910.528,-8030.308,102.244,12.462,4.641,4.123,1921.651,7.457,0.202,1.51
,,,2320.836,101.328,-3799.179,-6698.904,102.215,12.464,4.67,4.153,1948.199,7.557,0.204,1.545
,,,2321.837,-43.363,-2297.961,-772.903,100.911,12.302,4.583,4.104,1973.687,7.719,0.226,1.747
,,,2322.836,173.883,-2787.384,-1044.997,101.271,12.384,4.642,4.17,1951.017,7.564,0.215,1.624
,,,2323.837,174.383,-2694.489,109.357,100.782,12.325,4.612,4.133,1932.861,7.516,0.211,1.586
,,,2324.837,179.63,-1176.663,-896.889,101.475,12.458,4.688,4.174,1958.922,7.602,0.21,1.594
,,,2325.837,171.536,117.386,-196.096,102.828,12.547,4.674,4.169,1938.814,7.53,0.204,1.537
,,,2326.837,163.362,-1818.139,98.649,102.151,12.491,4.667,4.155,1940.151,7.542,0.214,1.617
,,,2327.837,161.351,117.687,99.839,102.257,12.477,4.661,4.144,1947.537,7.578,0.205,1.555
,,,2328.836,162.69,111.345,98.935,101.999,12.421,4.647,4.12,1982.895,7.714,0.208,1.605
,,,2329.837,162.607,113.207,98.524,102.253,12.459,4.65,4.134,1965.055,7.642,0.21,1.602
,,,2330.837,160.48,113.519,98.245,101.444,12.354,4.629,4.09,1956.445,7.604,0.208,1.582
,,,2331.836,168.825,115.729,98.462,101.455,12.378,4.622,4.091,1935.623,7.526,0.213,1.6
,,,2332.837,162.734,113.438,98.416,101.54,12.371,4.621,4.085,1936.749,7.526,0.209,1.577
,,,2333.836,161.063,113.494,98.606,100.652,12.269,4.591,4.05,1992.309,7.753,0.213,1.652
,,,2334.837,167.286,120.369,98.576,100.99,12.32,4.605,4.067,1938.233,7.535,0.216,1.624
,,,2335.837,163.426,111.959,98.388,102.983,12.548,4.685,4.153,1952.609,7.587,0.211,1.6
,,,2336.837,166.395,113.875,98.252,102.576,12.527,4.661,4.137,1943.946,7.557,0.209,1.58
,,,2337.836,163.377,113.56,98.611,101.913,12.418,4.636,4.099,1950.378,7.58,0.218,1.65
,,,2338.836,163.63,114.253,98.517,101.521,12.374,4.625,4.081,1947.894,7.575,0.219,1.661
,,,2339.836,164.789,115.052,98.744,102.135,12.451,4.661,4.105,1946.238,7.563,0.213,1.611
,,,2340.837,164.694,116.135,102.141,101.109,12.332,4.616,4.069,1960.482,7.626,0.212,1.616
,,,2341.837,167.938,118.627,98.563,101.345,12.378,4.621,4.079,1975.55,7.688,0.221,1.695
,,,2342.837,163.816,113.957,104.446,102.482,12.506,4.664,4.114,1989.693,7.738,0.219,1.698
,,,2343.838,166.039,137.304,105.495,101.218,12.358,4.612,4.047,1937.186,7.525,0.214,1.611
,,,2344.838,138.465,-1389.688,-67.981,101.977,12.432,4.646,4.075,1986.143,7.745,0.217,1.682
,,,2345.839,181.014,-38.207,-338.662,101.627,12.401,4.642,4.066,1936.337,7.514,0.214,1.607
,,,2346.838,164.626,48.276,86.284,101.693,12.407,4.637,4.095,1950.38,7.588,0.22,1.67
,,,2347.839,160.779,120.488,-623.051,101.121,12.321,4.604,4.054,1979.904,7.71,0.23,1.773
,,,2348.839,-260.297,-3006.429,-5889.996,100.223,12.295,4.574,4.021,1984.388,7.739,0.227,1.757
,,,2349.839,-262.398,-1987.526,-751.554,100.696,12.365,4.619,4.063,1965.29,7.673,0.23,1.765
,,,2350.838,83.735,-3682.261,-6781.234,100.684,12.292,4.6,4.03,1967.771,7.655,0.226,1.734
,,,2351.839,-945.93,-2649.895,-1436.316,100.709,12.306,4.609,4.024,1980.669,7.705,0.242,1.868
,,,2352.839,-3089.029,-2441.287,-2484.951,100.673,12.346,4.6,4.045,1974.289,7.717,0.239,1.841
,,,2353.838,-3190.132,-7752.577,-9618.301,100.693,12.319,4.575,4.034,1957.338,7.644,0.228,1.741
,,,2354.838,-1637.628,-8227.561,-13548.856,100.552,12.316,4.586,4.006,1952.926,7.611,0.24,1.825
,,,2355.839,-4347.493,-2067.715,-4104.638,99.894,12.257,4.59,4.018,1978.14,7.751,0.232,1.797
,,,2356.839,-3106.71,-5882.002,-3446.036,100.473,12.299,4.589,4.034,1947.993,7.576,0.232,1.761
,,,2357.838,-198.431,-3194.704,-7946.784,100.225,12.393,4.623,4.038,1997.193,7.72,0.221,1.704
,,,2358.838,-2008.865,-937.238,-3946.219,99.125,12.24,4.581,4.03,1952.948,7.605,0.233,1.772
,,,2359.839,79.482,-3706.319,-3348.821,99.597,12.271,4.627,4.051,1930.555,7.49,0.229,1.717
,,,2360.839,-3288.953,-3438.732,14.268,99.64,12.255,4.572,4.019,1986.728,7.775,0.239,1.859
,,,2361.838,-823.07,-2143.888,-3666.112,100.621,12.384,4.654,4.064,1938.794,7.535,0.213,1.608
,,,2362.839,-135.002,-3175.163,-1140.887,100.155,12.349,4.582,4.021,1996.986,7.801,0.225,1.756
,,,2363.839,34.826,-2055.106,-6180.07,101.354,12.372,4.614,4.011,2049.841,7.969,0.202,1.612
,,,2364.839,173.748,-840.126,-21.536,100.065,12.318,4.64,4.066,2140.351,8.326,0.205,1.705
,,,2365.839,72.978,-902.142,-679.009,100.364,12.388,4.642,4.078,2195.935,8.583,0.213,1.829
,,,2366.84,166.354,-682.292,-977.489,101.982,12.463,4.637,4.075,2178.692,8.506,0.204,1.738
,,,2367.839,168.232,120.929,102.028,101.362,12.412,4.634,4.073,2143.713,8.348,0.23,1.916
,,,2368.839,162.815,114.37,39.48,101.882,12.451,4.657,4.083,2067.219,8.056,0.235,1.895
,,,2369.84,176.572,124.137,99.698,102.14,12.483,4.659,4.102,2047.455,7.975,0.228,1.821
,,,2370.84,165.807,90.198,98.782,101.868,12.454,4.649,4.091,2017.963,7.859,0.222,1.744
,,,2371.839,160.346,112.4,98.403,101.672,12.457,4.634,4.085,1990.984,7.746,0.22,1.706
,,,2372.84,162.35,115.351,98.481,101.898,12.471,4.653,4.09,1973.542,7.676,0.214,1.641
,,,2373.839,166.168,115.636,98.796,101.693,12.441,4.648,4.082,1999.156,7.783,0.24,1.871
,,,2374.839,166.035,115.683,98.576,101.649,12.461,4.648,4.083,1883.625,7.318,0.252,1.842
,,,2375.84,164.664,118.864,98.599,100.567,12.303,4.597,4.045,1744.308,6.75,0.279,1.883
,,,2376.839,166.213,114.181,98.444,101.898,12.474,4.656,4.087,1602.796,6.183,0.254,1.568
,,,2377.84,164.455,114.912,98.78,101.43,12.383,4.631,4.069,1542.156,5.939,0.241,1.43
,,,2378.839,162.563,113.169,98.488,101.516,12.442,4.637,4.079,1530.785,5.893,0.238,1.401
,,,2379.84,162.88,113.808,98.607,101.437,12.423,4.636,4.071,1512.378,5.822,0.232,1.352
,,,2380.84,140.331,117.644,98.85,101.209,12.391,4.629,4.061,1489.329,5.722,0.229,1.313
,,,2381.84,163.95,113.013,98.776,101.659,12.476,4.653,4.084,1484.616,5.712,0.232,1.324
,,,2382.841,164.074,116.504,98.836,102.065,12.507,4.671,4.098,1488.655,5.727,0.232,1.331
,,,2383.841,162.374,115.992,100.913,101.252,12.389,4.621,4.06,1480.973,5.697,0.224,1.275
,,,2384.84,162.685,114.26,99.632,101.831,12.482,4.66,4.091,1474.746,5.664,0.23,1.305
,,,2385.841,164.771,-854.323,102.502,101.255,12.402,4.633,4.066,1490.526,5.726,0.229,1.31
,,,2386.841,167.325,-856.742,-1193.84,102.275,12.52,4.662,4.087,1513.718,5.818,0.219,1.274
,,,2387.841,-671.112,116.444,104.475,101.637,12.461,4.639,4.067,1618.687,6.255,0.207,1.295
,,,2388.841,-811.213,-865.378,102.087,101.326,12.424,4.618,4.055,1699.571,6.595,0.19,1.254
,,,2389.841,90.518,-169.586,-884.601,102.079,12.545,4.683,4.114,1842.913,7.159,0.186,1.334
,,,2390.841,-860.01,-5469.668,-2024.042,101.541,12.5,4.636,4.07,1955.584,7.601,0.19,1.447
,,,2391.841,-130.061,-1196.989,106.743,100.969,12.426,4.617,4.063,2035.736,7.928,0.204,1.62
,,,2392.841,-790.191,-5787.003,-6714.823,100.697,12.431,4.627,4.052,2110.386,8.232,0.201,1.652
,,,2393.841,-724.414,-2828.183,-4445.913,101.292,12.512,4.704,4.077,2125.861,8.248,0.208,1.713
,,,2394.841,-5293.795,-2397.579,-4602.436,100.785,12.403,4.628,4.037,2181.706,8.549,0.239,2.045
,,,2395.841,-3228.404,-5293.99,-11297.636,101.332,12.482,4.61,4.032,2189.439,8.621,0.236,2.033
,,,2396.841,-6467.632,-2747.096,-4955.312,100.432,12.399,4.627,4.028,2209.012,8.683,0.23,2.0
,,,2397.841,-8296.464,-3700.786,-4994.389,100.41,12.384,4.616,4.029,2246.101,8.835,0.246,2.177
,,,2398.841,-1300.547,-5195.445,-11404.929,101.106,12.401,4.611,4.007,2235.835,8.746,0.232,2.033
,,,2399.841,-2805.888,-5663.514,-8890.628,101.049,12.494,4.612,4.002,2230.86,8.741,0.226,1.972
,,,2400.841,-296.617,-3794.005,-6055.055,100.101,12.392,4.626,4.027,2256.44,8.823,0.253,2.233
,,,2401.841,-1940.236,-2779.466,-943.409,100.906,12.397,4.626,4.023,2219.229,8.689,0.249,2.16
,,,2402.841,-2093.25,-3165.306,-2650.118,100.956,12.438,4.63,4.028,2197.143,8.606,0.233,2.002
,,,2403.841,56.911,-3318.077,-8678.171,102.565,12.629,4.674,4.072,2171.729,8.493,0.224,1.9
,,,2404.841,176.304,-4640.913,-10421.015,102.225,12.542,4.64,4.055,2121.169,8.283,0.223,1.85
,,,2405.841,37.467,75.442,-1122.499,101.393,12.445,4.659,4.074,2095.649,8.166,0.236,1.924
,,,2406.841,176.029,-540.479,-2403.196,102.892,12.637,4.696,4.091,2059.589,8.027,0.215,1.724
,,,2407.843,166.052,-93.15,-1486.382,103.054,12.654,4.703,4.086,2051.668,7.991,0.208,1.666
,,,2408.842,166.874,-849.13,101.978,102.342,12.629,4.704,4.108,2046.255,7.965,0.229,1.826
,,,2409.842,173.216,109.595,87.836,103.277,12.626,4.718,4.095,2009.576,7.837,0.224,1.755
,,,2410.842,166.416,125.618,103.093,102.917,12.67,4.686,4.107,1984.7,7.72,0.215,1.661
,,,2411.842,170.169,118.003,98.667,102.93,12.635,4.705,4.101,2000.793,7.791,0.224,1.746
,,,2412.842,169.787,117.876,98.69,102.177,12.553,4.678,4.078,2011.42,7.831,0.221,1.735
,,,2413.842,165.883,116.455,98.77,102.354,12.589,4.679,4.085,2005.819,7.809,0.223,1.742
,,,2414.842,163.785,114.902,98.818,102.297,12.577,4.672,4.081,2015.852,7.85,0.226,1.777
,,,2415.842,166.584,117.713,98.753,103.098,12.668,4.721,4.106,1973.155,7.672,0.225,1.73
,,,2416.842,168.624,119.004,100.017,102.273,12.556,4.686,4.07,2009.757,7.818,0.226,1.767
,,,2417.842,163.769,114.49,98.492,102.315,12.578,4.671,4.083,2019.807,7.865,0.225,1.767
,,,2418.843,166.312,116.507,98.678,102.537,12.599,4.681,4.084,2006.6,7.813,0.223,1.74
,,,2419.844,166.844,114.781,98.849,102.479,12.582,4.687,4.077,2001.904,7.795,0.221,1.72
,,,2420.844,166.358,116.646,98.634,102.252,12.568,4.67,4.064,2023.499,7.88,0.226,1.777
,,,2421.843,167.788,122.173,98.816,102.201,12.569,4.68,4.058,1990.219,7.738,0.224,1.736
,,,2422.843,166.998,116.248,98.467,102.484,12.597,4.68,4.078,2021.011,7.869,0.226,1.778
,,,2423.844,161.69,119.902,98.495,102.864,12.632,4.691,4.087,1984.659,7.716,0.22,1.698
,,,2424.844,160.875,112.683,99.43,102.448,12.579,4.669,4.068,1981.217,7.709,0.219,1.688
,,,2425.845,164.528,121.169,99.215,102.834,12.643,4.69,4.082,2020.115,7.859,0.226,1.775
,,,2426.845,157.356,115.131,-869.719,102.614,12.633,4.684,4.088,1989.597,7.745,0.225,1.742
,,,2427.845,168.988,-852.19,103.342,102.803,12.673,4.704,4.088,1997.44,7.767,0.221,1.717
,,,2428.846,-217.86,-747.071,-1606.257,103.152,12.698,4.709,4.091,1994.544,7.762,0.226,1.753
,,,2429.846,-800.414,-850.819,-2254.247,103.377,12.727,4.722,4.098,1989.87,7.736,0.222,1.715
,,,2430.846,176.764,-1609.835,-3586.338,103.307,12.685,4.716,4.097,2010.879,7.823,0.226,1.768
,,,2431.845,189.348,-3687.784,-6046.672,103.163,12.759,4.731,4.115,2021.418,7.866,0.236,1.859
,,,2432.846,-4593.267,-3908.611,-910.233,102.739,12.699,4.703,4.081,2009.047,7.858,0.231,1.813
,,,2433.847,119.948,-2394.292,-3660.477,102.612,12.701,4.726,4.085,2027.742,7.903,0.227,1.796
,,,2434.847,-1521.648,-4450.008,-8448.407,103.041,12.704,4.705,4.072,1983.462,7.727,0.232,1.796
,,,2435.847,122.094,-6722.003,-9201.263,101.369,12.591,4.701,4.04,1994.937,7.713,0.233,1.793
,,,2436.847,-1996.05,-6881.978,-10145.836,102.22,12.624,4.678,4.012,1996.573,7.785,0.235,1.83
,,,2437.847,-7832.333,-5145.387,-1696.287,100.538,12.472,4.645,4.004,2024.471,7.933,0.25,1.986
,,,2438.848,-1763.516,-1681.253,-5738.225,100.897,12.456,4.665,4.024,2023.785,7.871,0.251,1.977
,,,2439.848,-6659.131,-6109.902,-2886.985,100.141,12.421,4.632,3.991,2003.887,7.841,0.261,2.048
,,,2440.849,-1304.39,-6358.954,-12025.873,102.22,12.637,4.657,4.033,2007.214,7.858,0.236,1.851
,,,2441.85,-105.65,-3697.135,-7398.998,101.071,12.595,4.685,4.043,2022.971,7.822,0.232,1.812
,,,2442.85,-3264.764,-1556.85,-644.009,100.723,12.416,4.643,4.002,2035.413,7.953,0.247,1.963
,,,2443.85,-2398.937,-5300.945,-9983.78,102.053,12.526,4.666,4.008,2012.979,7.851,0.229,1.801
,,,2444.85,-198.56,-3290.429,-165.444,101.311,12.578,4.703,4.047,2028.866,7.924,0.232,1.839
,,,2445.85,167.28,-4921.63,-8576.512,103.649,12.746,4.718,4.052,2017.935,7.869,0.222,1.747
,,,2446.85,180.123,-837.257,-2015.201,102.577,12.745,4.735,4.126,2040.26,7.936,0.235,1.862
,,,2447.85,73.591,-951.964,101.765,102.269,12.61,4.679,4.056,2042.687,7.97,0.232,1.85
,,,2448.849,123.711,-366.406,-163.61,103.063,12.702,4.665,4.048,2032.262,7.943,0.227,1.807
,,,2449.85,172.588,122.299,103.356,103.426,12.774,4.729,4.1,2010.875,7.805,0.227,1.769
,,,2450.851,168.679,119.516,-182.92,103.166,12.698,4.711,4.069,2017.284,7.848,0.229,1.795
,,,2451.851,126.216,-103.137,106.216,103.22,12.717,4.708,4.059,2016.012,7.855,0.218,1.712
,,,2452.852,173.546,119.038,103.342,103.558,12.777,4.727,4.1,2034.295,7.923,0.226,1.794
,,,2453.851,165.552,115.045,99.058,103.353,12.742,4.719,4.088,2020.472,7.86,0.223,1.755
,,,2454.852,164.878,116.32,98.628,103.491,12.768,4.723,4.097,2036.108,7.924,0.227,1.799
,,,2455.853,166.422,117.865,99.523,103.498,12.769,4.73,4.095,2036.544,7.932,0.226,1.792
,,,2456.854,164.28,114.679,98.565,103.871,12.806,4.738,4.105,2036.965,7.927,0.227,1.798
,,,2457.854,165.377,115.475,98.651,103.652,12.792,4.734,4.094,2028.247,7.894,0.225,1.775
,,,2458.854,166.432,117.57,98.582,103.541,12.791,4.735,4.097,2038.2,7.94,0.226,1.797
,,,2459.854,146.532,116.567,98.535,103.857,12.845,4.755,4.112,2040.527,7.943,0.223,1.775
,,,2460.854,167.832,116.129,98.409,103.942,12.841,4.74,4.113,2040.553,7.948,0.226,1.798
,,,2461.855,167.202,119.376,98.691,103.426,12.776,4.727,4.092,2050.465,7.991,0.228,1.82
,,,2462.855,170.971,118.012,98.659,103.57,12.783,4.731,4.092,2043.529,7.959,0.228,1.813
,,,2463.855,166.457,115.7,98.609,103.527,12.768,4.742,4.086,2042.755,7.951,0.224,1.782
,,,2464.856,163.485,117.336,102.771,103.514,12.795,4.739,4.093,2048.098,7.984,0.23,1.839
,,,2465.856,167.097,125.56,102.525,103.192,12.751,4.72,4.072,2039.504,7.945,0.227,1.802
,,,2466.855,171.35,120.273,101.298,103.621,12.791,4.734,4.085,2049.755,7.982,0.225,1.8
,,,2467.856,173.515,125.455,100.484,102.866,12.717,4.713,4.066,2039.764,7.943,0.221,1.758
,,,2468.856,172.559,125.502,101.101,102.56,12.663,4.707,4.064,2048.984,7.974,0.232,1.848
,,,2469.855,173.902,-304.032,-1282.365,104.012,12.837,4.747,4.1,2051.485,7.972,0.23,1.836
,,,2470.856,36.241,92.726,108.434,103.183,12.728,4.709,4.066,2040.625,7.968,0.241,1.92
,,,2471.855,150.412,111.121,110.878,103.161,12.724,4.732,4.075,2052.871,7.992,0.235,1.877
,,,2472.857,166.701,81.078,-574.157,102.649,12.703,4.724,4.06,2040.197,7.937,0.23,1.828
,,,2473.857,-1291.894,-1842.443,-5403.076,102.481,12.675,4.705,4.035,2031.888,7.958,0.236,1.878
,,,2474.856,-111.946,-137.124,-1283.649,102.021,12.685,4.696,4.058,2051.259,8.013,0.244,1.955
,,,2475.857,-1271.284,-4149.386,-4125.666,101.438,12.654,4.707,4.019,2039.39,7.924,0.234,1.85
,,,2476.857,-4616.113,-7120.1,-5693.281,102.097,12.666,4.713,4.028,2034.53,7.925,0.234,1.858
,,,2477.857,-2212.038,-2286.248,-5020.211,101.449,12.607,4.678,4.012,2041.021,7.976,0.242,1.931
,,,2478.858,-7280.533,-5053.313,-5633.993,101.443,12.572,4.67,3.994,2024.805,7.945,0.255,2.028
,,,2479.858,-2739.816,-7063.972,-12105.535,102.071,12.665,4.654,4.004,2030.778,7.936,0.25,1.984
,,,2480.858,0.22,-4351.908,-6224.29,100.994,12.615,4.692,4.018,2056.021,7.963,0.247,1.964
,,,2481.859,-2683.483,-5782.759,-10644.335,102.127,12.717,4.726,4.023,2038.887,7.974,0.234,1.865
,,,2482.858,-823.014,-4278.886,-7516.951,101.83,12.622,4.716,4.036,2055.059,7.996,0.244,1.955
,,,2483.859,-2769.867,-2244.36,-5923.593,101.868,12.606,4.691,4.013,2042.848,7.946,0.251,1.992
,,,2484.859,98.864,-3963.182,-4401.134,102.061,12.708,4.721,4.043,2031.439,7.885,0.237,1.868
,,,2485.859,116.123,-5705.359,-9238.588,102.387,12.652,4.662,4.001,2033.474,7.934,0.221,1.756
,,,2486.86,-1664.699,-1947.796,114.84,101.731,12.565,4.676,3.996,2052.79,8.05,0.249,2.002
,,,2487.859,-677.243,-6765.414,-2171.033,102.209,12.628,4.677,4.007,2059.826,8.066,0.235,1.896
,,,2488.86,-132.19,-3603.504,-2681.7,102.492,12.694,4.697,4.007,2060.748,8.06,0.225,1.812
,,,2489.86,-119.915,-951.903,-869.677,102.337,12.641,4.678,4.015,2042.097,7.99,0.232,1.854
,,,2490.86,166.604,-1503.263,-344.669,103.56,12.812,4.739,4.033,2024.785,7.895,0.22,1.738
,,,2491.861,93.92,92.523,102.804,102.605,12.639,4.689,4.008,2031.49,7.928,0.221,1.748
,,,2492.86,175.221,117.546,99.24,103.605,12.79,4.72,4.075,2027.896,7.887,0.224,1.764
,,,2493.862,164.689,92.383,102.563,102.51,12.688,4.688,4.037,1996.396,7.768,0.224,1.737
,,,2494.861,170.976,116.261,99.019,102.5,12.683,4.689,4.035,1990.536,7.749,0.222,1.72
,,,2495.861,169.993,116.072,100.754,102.679,12.7,4.705,4.037,2015.15,7.845,0.232,1.82
,,,2496.861,168.318,118.794,98.756,102.832,12.737,4.717,4.05,1974.196,7.681,0.217,1.665
,,,2497.861,168.848,118.734,99.104,102.664,12.7,4.703,4.037,2016.379,7.85,0.233,1.83
,,,2498.861,169.229,119.141,98.915,103.079,12.768,4.722,4.058,2008.129,7.81,0.226,1.766
,,,2499.862,168.057,118.945,98.767,102.576,12.726,4.703,4.038,2012.316,7.83,0.227,1.778
,,,2500.862,170.556,121.555,98.963,102.809,12.753,4.706,4.045,2034.321,7.915,0.229,1.815
,,,2501.862,173.088,121.122,99.126,102.938,12.774,4.708,4.054,2035.601,7.919,0.234,1.855
,,,2502.863,167.742,120.373,98.766,102.332,12.704,4.684,4.028,2036.377,7.929,0.229,1.815
,,,2503.863,168.447,119.066,98.869,102.956,12.764,4.731,4.043,2048.284,7.973,0.234,1.865
,,,2504.863,166.063,116.575,98.711,103.102,12.797,4.725,4.056,2058.779,8.016,0.233,1.865
,,,2505.864,168.127,119.223,99.026,102.927,12.755,4.718,4.05,2046.894,7.965,0.237,1.887
,,,2506.864,168.434,119.716,98.836,103.336,12.801,4.721,4.068,2038.791,7.944,0.233,1.853
,,,2507.864,170.826,126.947,100.879,102.978,12.767,4.726,4.061,2046.617,7.97,0.233,1.857
,,,2508.863,173.865,127.578,102.825,102.609,12.734,4.693,4.036,2064.721,8.051,0.229,1.847
,,,2509.864,173.011,-69.286,101.742,102.88,12.766,4.704,4.042,2036.807,7.929,0.232,1.837
,,,2510.866,173.797,-862.325,-1083.286,103.81,12.902,4.758,4.096,2049.811,7.972,0.231,1.839
,,,2511.865,181.222,-842.808,-1207.857,103.386,12.799,4.718,4.052,2068.075,8.066,0.248,1.997
,,,2512.865,173.778,117.07,96.493,102.992,12.855,4.75,4.088,2056.617,8.004,0.231,1.845
,,,2513.866,-475.357,-1004.953,-828.127,103.997,12.925,4.744,4.087,2041.985,7.971,0.229,1.825
,,,2514.867,-2825.729,-1676.346,-1908.232,103.818,12.876,4.732,4.064,2037.711,7.981,0.24,1.917
,,,2515.868,-3545.344,-3034.61,-31.959,102.647,12.782,4.716,4.035,2031.127,7.938,0.24,1.905
,,,2516.868,-658.575,-1285.608,-3114.832,101.767,12.718,4.708,4.01,2058.136,8.032,0.237,1.905
